Repeat,Fold,Sample_ID,GEO_ID,Label,Subject_Group,Subset
2,5,GSM719719,GSE29044,Cancer,GSE29044:BC290,Validation
2,5,GSM719721,GSE29044,Cancer,GSE29044:BC366,Validation
2,5,GSM719722,GSE29044,Cancer,GSE29044:BC371,Validation
2,5,GSM719741,GSE29044,Cancer,GSE29044:BC436,Validation
2,5,GSM85475,GSE3744,Cancer,GSE3744:GSM:GSM85475,Validation
2,5,GSM85478,GSE3744,Cancer,GSE3744:GSM:GSM85478,Validation
2,5,GSM85482,GSE3744,Cancer,GSE3744:GSM:GSM85482,Validation
2,5,GSM85495,GSE3744,Cancer,GSE3744:GSM:GSM85495,Validation
2,5,GSM85504,GSE3744,Cancer,GSE3744:GSM:GSM85504,Validation
2,5,GSM85505,GSE3744,Cancer,GSE3744:GSM:GSM85505,Validation
2,5,GSM85507,GSE3744,Cancer,GSE3744:GSM:GSM85507,Validation
2,5,GSM85515,GSE3744,Normal,GSE3744:GSM:GSM85515,Validation
2,5,GSM85519,GSE3744,Normal,GSE3744:GSM:GSM85519,Validation
2,5,GSM728620,GSE29431,Normal,GSE29431:GSM:GSM728620,Validation
2,5,GSM728632,GSE29431,Cancer,GSE29431:GSM:GSM728632,Validation
2,5,GSM728633,GSE29431,Cancer,GSE29431:GSM:GSM728633,Validation
2,5,GSM728634,GSE29431,Cancer,GSE29431:GSM:GSM728634,Validation
2,5,GSM728645,GSE29431,Cancer,GSE29431:GSM:GSM728645,Validation
2,5,GSM728650,GSE29431,Cancer,GSE29431:GSM:GSM728650,Validation
2,5,GSM728662,GSE29431,Cancer,GSE29431:GSM:GSM728662,Validation
2,5,GSM728667,GSE29431,Cancer,GSE29431:GSM:GSM728667,Validation
2,5,GSM662770,GSE26910,Normal,GSE26910:PAIR2,Validation
2,5,GSM662771,GSE26910,Cancer,GSE26910:PAIR2,Validation
2,5,GSM662777,GSE26910,Cancer,GSE26910:PAIR5,Validation
2,5,GSM770819,GSE31138,Normal,GSE31138:GSM:GSM770819,Validation
2,5,GSM770821,GSE31138,Normal,GSE31138:GSM:GSM770821,Validation
2,5,GSM1826231,GSE71053,Cancer,GSE71053:P2,Validation
2,5,GSM1826232,GSE71053,Normal,GSE71053:P2,Validation
2,5,GSM1826233,GSE71053,Normal,GSE71053:P2,Validation
2,5,GSM1826236,GSE71053,Normal,GSE71053:P2,Validation
2,5,GSM1826237,GSE71053,Cancer,GSE71053:P3,Validation
2,5,GSM1826238,GSE71053,Normal,GSE71053:P3,Validation
2,5,GSM1826239,GSE71053,Normal,GSE71053:P3,Validation
2,5,GSM1826240,GSE71053,Normal,GSE71053:P3,Validation
2,5,GSM1826241,GSE71053,Cancer,GSE71053:P3,Validation
2,5,GSM1826242,GSE71053,Normal,GSE71053:P3,Validation
2,5,GSM272145,GSE10780,Normal,GSE10780:P8456,Validation
2,5,GSM272146,GSE10780,Normal,GSE10780:P8456,Validation
2,5,GSM272147,GSE10780,Normal,GSE10780:P8456,Validation
2,5,GSM272148,GSE10780,Normal,GSE10780:P8456,Validation
2,5,GSM272171,GSE10780,Normal,GSE10780:P8671,Validation
2,5,GSM272172,GSE10780,Normal,GSE10780:P8671,Validation
2,5,GSM272192,GSE10780,Normal,GSE10780:P8717,Validation
2,5,GSM272206,GSE10780,Normal,GSE10780:P9112,Validation
2,5,GSM272207,GSE10780,Normal,GSE10780:P9112,Validation
2,5,GSM272225,GSE10780,Cancer,GSE10780:P10473,Validation
2,5,GSM272226,GSE10780,Normal,GSE10780:P10473,Validation
2,5,GSM272228,GSE10780,Normal,GSE10780:P10475,Validation
2,5,GSM272229,GSE10780,Normal,GSE10780:P10475,Validation
2,5,GSM272231,GSE10780,Cancer,GSE10780:P10496,Validation
2,5,GSM272232,GSE10780,Normal,GSE10780:P10496,Validation
2,5,GSM272234,GSE10780,Normal,GSE10780:P10559,Validation
2,5,GSM272272,GSE10780,Cancer,GSE10780:P11147,Validation
2,5,GSM272273,GSE10780,Normal,GSE10780:P11147,Validation
2,5,GSM272313,GSE10780,Normal,GSE10780:P11732,Validation
2,5,GSM272314,GSE10780,Normal,GSE10780:P11732,Validation
2,5,GSM272315,GSE10780,Normal,GSE10780:P11732,Validation
2,5,GSM272317,GSE10780,Normal,GSE10780:P11792,Validation
2,5,GSM742683,GSE30010,Normal,GSE30010:GSM:GSM742683,Validation
2,5,GSM742702,GSE30010,Normal,GSE30010:GSM:GSM742702,Validation
2,5,GSM742705,GSE30010,Normal,GSE30010:GSM:GSM742705,Validation
2,5,GSM742706,GSE30010,Normal,GSE30010:GSM:GSM742706,Validation
2,5,GSM742708,GSE30010,Normal,GSE30010:GSM:GSM742708,Validation
2,5,GSM742710,GSE30010,Normal,GSE30010:GSM:GSM742710,Validation
2,5,GSM742711,GSE30010,Normal,GSE30010:GSM:GSM742711,Validation
2,5,GSM742715,GSE30010,Normal,GSE30010:GSM:GSM742715,Validation
2,5,GSM742716,GSE30010,Normal,GSE30010:GSM:GSM742716,Validation
2,5,GSM742725,GSE30010,Normal,GSE30010:GSM:GSM742725,Validation
2,5,GSM742727,GSE30010,Normal,GSE30010:GSM:GSM742727,Validation
2,5,GSM742728,GSE30010,Normal,GSE30010:GSM:GSM742728,Validation
2,5,GSM742742,GSE30010,Normal,GSE30010:GSM:GSM742742,Validation
2,5,GSM742755,GSE30010,Normal,GSE30010:GSM:GSM742755,Validation
2,5,GSM742759,GSE30010,Normal,GSE30010:GSM:GSM742759,Validation
2,5,GSM742764,GSE30010,Normal,GSE30010:GSM:GSM742764,Validation
2,5,GSM742773,GSE30010,Normal,GSE30010:GSM:GSM742773,Validation
2,5,GSM3036781,GSE111662,Normal,GSE111662:A1479,Validation
2,5,GSM3036783,GSE111662,Normal,GSE111662:A1562,Validation
2,5,GSM3036786,GSE111662,Normal,GSE111662:A1562,Validation
2,5,GSM3036794,GSE111662,Normal,GSE111662:A1479,Validation
2,5,GSM3036802,GSE111662,Normal,GSE111662:A1479,Validation
3,1,GSM1501825,GSE61304,Cancer,GSE61304:GSM:GSM1501825,Validation
3,1,GSM1501833,GSE61304,Cancer,GSE61304:GSM:GSM1501833,Validation
3,1,GSM1501844,GSE61304,Cancer,GSE61304:GSM:GSM1501844,Validation
3,1,GSM1501845,GSE61304,Cancer,GSE61304:GSM:GSM1501845,Validation
3,1,GSM1501859,GSE61304,Cancer,GSE61304:GSM:GSM1501859,Validation
3,1,GSM1501866,GSE61304,Cancer,GSE61304:GSM:GSM1501866,Validation
3,1,GSM1501869,GSE61304,Cancer,GSE61304:GSM:GSM1501869,Validation
3,1,GSM1501870,GSE61304,Cancer,GSE61304:GSM:GSM1501870,Validation
3,1,GSM1501879,GSE61304,Normal,GSE61304:GSM:GSM1501879,Validation
3,1,GSM1045192,GSE42568,Normal,GSE42568:GSM:GSM1045192,Validation
3,1,GSM1045193,GSE42568,Normal,GSE42568:GSM:GSM1045193,Validation
3,1,GSM1045195,GSE42568,Normal,GSE42568:GSM:GSM1045195,Validation
3,1,GSM1045198,GSE42568,Normal,GSE42568:GSM:GSM1045198,Validation
3,1,GSM1045201,GSE42568,Normal,GSE42568:GSM:GSM1045201,Validation
3,1,GSM1045203,GSE42568,Normal,GSE42568:GSM:GSM1045203,Validation
3,1,GSM1045213,GSE42568,Cancer,GSE42568:GSM:GSM1045213,Validation
3,1,GSM1045214,GSE42568,Cancer,GSE42568:GSM:GSM1045214,Validation
3,1,GSM1045216,GSE42568,Cancer,GSE42568:GSM:GSM1045216,Validation
3,1,GSM1045217,GSE42568,Cancer,GSE42568:GSM:GSM1045217,Validation
3,1,GSM1045221,GSE42568,Cancer,GSE42568:GSM:GSM1045221,Validation
3,1,GSM1045228,GSE42568,Cancer,GSE42568:GSM:GSM1045228,Validation
3,1,GSM1045233,GSE42568,Cancer,GSE42568:GSM:GSM1045233,Validation
3,1,GSM1045246,GSE42568,Cancer,GSE42568:GSM:GSM1045246,Validation
3,1,GSM1045256,GSE42568,Cancer,GSE42568:GSM:GSM1045256,Validation
3,1,GSM1045277,GSE42568,Cancer,GSE42568:GSM:GSM1045277,Validation
3,1,GSM1045287,GSE42568,Cancer,GSE42568:GSM:GSM1045287,Validation
3,1,GSM1045289,GSE42568,Cancer,GSE42568:GSM:GSM1045289,Validation
3,1,GSM1045297,GSE42568,Cancer,GSE42568:GSM:GSM1045297,Validation
3,1,GSM1045301,GSE42568,Cancer,GSE42568:GSM:GSM1045301,Validation
3,1,GSM719640,GSE29044,Normal,GSE29044:BC216,Validation
3,1,GSM719642,GSE29044,Normal,GSE29044:BC273,Validation
3,1,GSM719645,GSE29044,Cancer,GSE29044:BC027,Validation
3,1,GSM719653,GSE29044,Cancer,GSE29044:BC125,Validation
3,1,GSM719659,GSE29044,Cancer,GSE29044:BC217,Validation
3,1,GSM719663,GSE29044,Cancer,GSE29044:BC273,Validation
3,1,GSM719666,GSE29044,Cancer,GSE29044:BC285,Validation
3,1,GSM719669,GSE29044,Cancer,GSE29044:BC376,Validation
3,1,GSM719679,GSE29044,Cancer,GSE29044:BC446,Validation
3,1,GSM719680,GSE29044,Cancer,GSE29044:BC546,Validation
3,1,GSM719681,GSE29044,Cancer,GSE29044:BC562,Validation
3,1,GSM719682,GSE29044,Cancer,GSE29044:BC564,Validation
3,1,GSM719688,GSE29044,Normal,GSE29044:BC041,Validation
3,1,GSM719690,GSE29044,Normal,GSE29044:BC141,Validation
3,1,GSM719707,GSE29044,Cancer,GSE29044:BC036,Validation
3,1,GSM719710,GSE29044,Cancer,GSE29044:BC041,Validation
3,1,GSM719712,GSE29044,Cancer,GSE29044:BC141,Validation
3,1,GSM719721,GSE29044,Cancer,GSE29044:BC366,Validation
3,1,GSM719725,GSE29044,Cancer,GSE29044:BC385,Validation
3,1,GSM719726,GSE29044,Cancer,GSE29044:BC408,Validation
3,1,GSM719742,GSE29044,Cancer,GSE29044:BC532,Validation
3,1,GSM85473,GSE3744,Cancer,GSE3744:GSM:GSM85473,Validation
3,1,GSM85479,GSE3744,Cancer,GSE3744:GSM:GSM85479,Validation
3,1,GSM85483,GSE3744,Cancer,GSE3744:GSM:GSM85483,Validation
3,1,GSM85492,GSE3744,Cancer,GSE3744:GSM:GSM85492,Validation
3,1,GSM85495,GSE3744,Cancer,GSE3744:GSM:GSM85495,Validation
3,1,GSM85498,GSE3744,Cancer,GSE3744:GSM:GSM85498,Validation
3,1,GSM85505,GSE3744,Cancer,GSE3744:GSM:GSM85505,Validation
3,1,GSM85507,GSE3744,Cancer,GSE3744:GSM:GSM85507,Validation
3,1,GSM728612,GSE29431,Normal,GSE29431:GSM:GSM728612,Validation
3,1,GSM728634,GSE29431,Cancer,GSE29431:GSM:GSM728634,Validation
3,1,GSM728642,GSE29431,Cancer,GSE29431:GSM:GSM728642,Validation
3,1,GSM728648,GSE29431,Cancer,GSE29431:GSM:GSM728648,Validation
3,1,GSM728651,GSE29431,Cancer,GSE29431:GSM:GSM728651,Validation
3,1,GSM728670,GSE29431,Cancer,GSE29431:GSM:GSM728670,Validation
3,1,GSM728674,GSE29431,Cancer,GSE29431:GSM:GSM728674,Validation
3,1,GSM662774,GSE26910,Normal,GSE26910:PAIR4,Validation
3,1,GSM1826225,GSE71053,Cancer,GSE71053:P1,Validation
3,1,GSM1826226,GSE71053,Normal,GSE71053:P1,Validation
3,1,GSM1826227,GSE71053,Normal,GSE71053:P1,Validation
3,1,GSM1826229,GSE71053,Cancer,GSE71053:P1,Validation
3,1,GSM272168,GSE10780,Normal,GSE10780:P8653,Validation
3,1,GSM272169,GSE10780,Normal,GSE10780:P8653,Validation
3,1,GSM272178,GSE10780,Cancer,GSE10780:P8703,Validation
3,1,GSM272179,GSE10780,Cancer,GSE10780:P8703,Validation
3,1,GSM272180,GSE10780,Normal,GSE10780:P8703,Validation
3,1,GSM272181,GSE10780,Normal,GSE10780:P8703,Validation
3,1,GSM272184,GSE10780,Cancer,GSE10780:P8642,Validation
3,1,GSM272185,GSE10780,Cancer,GSE10780:P8642,Validation
3,1,GSM272187,GSE10780,Cancer,GSE10780:P8642,Validation
3,1,GSM272188,GSE10780,Cancer,GSE10780:P8642,Validation
3,1,GSM272190,GSE10780,Normal,GSE10780:P8514,Validation
3,1,GSM272191,GSE10780,Normal,GSE10780:P8514,Validation
3,1,GSM272194,GSE10780,Normal,GSE10780:P8735,Validation
3,1,GSM272195,GSE10780,Normal,GSE10780:P8735,Validation
3,1,GSM272196,GSE10780,Normal,GSE10780:P8803,Validation
3,1,GSM272197,GSE10780,Normal,GSE10780:P8803,Validation
3,1,GSM272199,GSE10780,Normal,GSE10780:P8803,Validation
3,1,GSM272208,GSE10780,Normal,GSE10780:P8803,Validation
3,1,GSM272225,GSE10780,Cancer,GSE10780:P10473,Validation
3,1,GSM272226,GSE10780,Normal,GSE10780:P10473,Validation
3,1,GSM272230,GSE10780,Normal,GSE10780:P10481,Validation
3,1,GSM272241,GSE10780,Normal,GSE10780:P10650,Validation
3,1,GSM272249,GSE10780,Normal,GSE10780:P10910,Validation
3,1,GSM272250,GSE10780,Normal,GSE10780:P10910,Validation
3,1,GSM272281,GSE10780,Normal,GSE10780:P11320,Validation
3,1,GSM272282,GSE10780,Normal,GSE10780:P11320,Validation
3,1,GSM272287,GSE10780,Cancer,GSE10780:P11365,Validation
3,1,GSM272295,GSE10780,Normal,GSE10780:P11472,Validation
3,1,GSM272296,GSE10780,Normal,GSE10780:P11472,Validation
3,1,GSM272297,GSE10780,Normal,GSE10780:P11472,Validation
3,1,GSM272303,GSE10780,Normal,GSE10780:P11545,Validation
3,1,GSM742670,GSE30010,Normal,GSE30010:GSM:GSM742670,Validation
3,1,GSM742700,GSE30010,Normal,GSE30010:GSM:GSM742700,Validation
3,1,GSM742703,GSE30010,Normal,GSE30010:GSM:GSM742703,Validation
3,1,GSM742708,GSE30010,Normal,GSE30010:GSM:GSM742708,Validation
3,1,GSM742710,GSE30010,Normal,GSE30010:GSM:GSM742710,Validation
3,1,GSM742711,GSE30010,Normal,GSE30010:GSM:GSM742711,Validation
3,1,GSM742712,GSE30010,Normal,GSE30010:GSM:GSM742712,Validation
3,1,GSM742714,GSE30010,Normal,GSE30010:GSM:GSM742714,Validation
3,1,GSM742717,GSE30010,Normal,GSE30010:GSM:GSM742717,Validation
3,1,GSM742724,GSE30010,Normal,GSE30010:GSM:GSM742724,Validation
3,1,GSM742742,GSE30010,Normal,GSE30010:GSM:GSM742742,Validation
3,1,GSM742744,GSE30010,Normal,GSE30010:GSM:GSM742744,Validation
3,1,GSM742751,GSE30010,Normal,GSE30010:GSM:GSM742751,Validation
3,1,GSM742752,GSE30010,Normal,GSE30010:GSM:GSM742752,Validation
3,1,GSM742754,GSE30010,Normal,GSE30010:GSM:GSM742754,Validation
3,1,GSM742757,GSE30010,Normal,GSE30010:GSM:GSM742757,Validation
3,1,GSM742773,GSE30010,Normal,GSE30010:GSM:GSM742773,Validation
3,1,GSM3036781,GSE111662,Normal,GSE111662:A1479,Validation
3,1,GSM3036784,GSE111662,Normal,GSE111662:A1501,Validation
3,1,GSM3036794,GSE111662,Normal,GSE111662:A1479,Validation
3,1,GSM3036802,GSE111662,Normal,GSE111662:A1479,Validation
3,1,GSM3036804,GSE111662,Normal,GSE111662:A1541,Validation
3,1,GSM3036806,GSE111662,Normal,GSE111662:A1541,Validation
3,2,GSM1501821,GSE61304,Cancer,GSE61304:GSM:GSM1501821,Validation
3,2,GSM1501822,GSE61304,Cancer,GSE61304:GSM:GSM1501822,Validation
3,2,GSM1501824,GSE61304,Cancer,GSE61304:GSM:GSM1501824,Validation
3,2,GSM1501830,GSE61304,Cancer,GSE61304:GSM:GSM1501830,Validation
3,2,GSM1501831,GSE61304,Cancer,GSE61304:GSM:GSM1501831,Validation
3,2,GSM1501837,GSE61304,Cancer,GSE61304:GSM:GSM1501837,Validation
3,2,GSM1501850,GSE61304,Cancer,GSE61304:GSM:GSM1501850,Validation
3,2,GSM1501853,GSE61304,Cancer,GSE61304:GSM:GSM1501853,Validation
3,2,GSM1501856,GSE61304,Cancer,GSE61304:GSM:GSM1501856,Validation
3,2,GSM1501860,GSE61304,Cancer,GSE61304:GSM:GSM1501860,Validation
3,2,GSM1501862,GSE61304,Cancer,GSE61304:GSM:GSM1501862,Validation
3,2,GSM1501863,GSE61304,Cancer,GSE61304:GSM:GSM1501863,Validation
3,2,GSM1501865,GSE61304,Normal,GSE61304:GSM:GSM1501865,Validation
3,2,GSM1501872,GSE61304,Cancer,GSE61304:GSM:GSM1501872,Validation
3,2,GSM1501875,GSE61304,Cancer,GSE61304:GSM:GSM1501875,Validation
3,2,GSM1501876,GSE61304,Cancer,GSE61304:GSM:GSM1501876,Validation
3,2,GSM1501877,GSE61304,Cancer,GSE61304:GSM:GSM1501877,Validation
3,2,GSM1045197,GSE42568,Normal,GSE42568:GSM:GSM1045197,Validation
3,2,GSM1045199,GSE42568,Normal,GSE42568:GSM:GSM1045199,Validation
3,2,GSM1045211,GSE42568,Cancer,GSE42568:GSM:GSM1045211,Validation
3,2,GSM1045222,GSE42568,Cancer,GSE42568:GSM:GSM1045222,Validation
3,2,GSM1045230,GSE42568,Cancer,GSE42568:GSM:GSM1045230,Validation
3,2,GSM1045259,GSE42568,Cancer,GSE42568:GSM:GSM1045259,Validation
3,2,GSM1045261,GSE42568,Cancer,GSE42568:GSM:GSM1045261,Validation
3,2,GSM1045272,GSE42568,Cancer,GSE42568:GSM:GSM1045272,Validation
3,2,GSM1045279,GSE42568,Cancer,GSE42568:GSM:GSM1045279,Validation
3,2,GSM1045282,GSE42568,Cancer,GSE42568:GSM:GSM1045282,Validation
3,2,GSM1045285,GSE42568,Cancer,GSE42568:GSM:GSM1045285,Validation
3,2,GSM1045288,GSE42568,Cancer,GSE42568:GSM:GSM1045288,Validation
3,2,GSM1045311,GSE42568,Cancer,GSE42568:GSM:GSM1045311,Validation
3,2,GSM719637,GSE29044,Normal,GSE29044:BC133,Validation
3,2,GSM719638,GSE29044,Normal,GSE29044:BC191,Validation
3,2,GSM719649,GSE29044,Cancer,GSE29044:BC048,Validation
3,2,GSM719650,GSE29044,Cancer,GSE29044:BC064,Validation
3,2,GSM719654,GSE29044,Cancer,GSE29044:BC133,Validation
3,2,GSM719656,GSE29044,Cancer,GSE29044:BC191,Validation
3,2,GSM719683,GSE29044,Normal,GSE29044:BC018,Validation
3,2,GSM719691,GSE29044,Normal,GSE29044:BC169,Validation
3,2,GSM719697,GSE29044,Normal,GSE29044:BC349,Validation
3,2,GSM719703,GSE29044,Cancer,GSE29044:BC018,Validation
3,2,GSM719706,GSE29044,Cancer,GSE29044:BC031,Validation
3,2,GSM719714,GSE29044,Cancer,GSE29044:BC169,Validation
3,2,GSM719720,GSE29044,Cancer,GSE29044:BC349,Validation
3,2,GSM719735,GSE29044,Normal,GSE29044:BC341,Validation
3,2,GSM719737,GSE29044,Cancer,GSE29044:BC084,Validation
3,2,GSM85475,GSE3744,Cancer,GSE3744:GSM:GSM85475,Validation
3,2,GSM85482,GSE3744,Cancer,GSE3744:GSM:GSM85482,Validation
3,2,GSM85490,GSE3744,Cancer,GSE3744:GSM:GSM85490,Validation
3,2,GSM85491,GSE3744,Cancer,GSE3744:GSM:GSM85491,Validation
3,2,GSM85494,GSE3744,Cancer,GSE3744:GSM:GSM85494,Validation
3,2,GSM85500,GSE3744,Cancer,GSE3744:GSM:GSM85500,Validation
3,2,GSM85502,GSE3744,Cancer,GSE3744:GSM:GSM85502,Validation
3,2,GSM85513,GSE3744,Normal,GSE3744:GSM:GSM85513,Validation
3,2,GSM85516,GSE3744,Normal,GSE3744:GSM:GSM85516,Validation
3,2,GSM85517,GSE3744,Normal,GSE3744:GSM:GSM85517,Validation
3,2,GSM728614,GSE29431,Normal,GSE29431:GSM:GSM728614,Validation
3,2,GSM728615,GSE29431,Normal,GSE29431:GSM:GSM728615,Validation
3,2,GSM728617,GSE29431,Normal,GSE29431:GSM:GSM728617,Validation
3,2,GSM728627,GSE29431,Cancer,GSE29431:GSM:GSM728627,Validation
3,2,GSM728629,GSE29431,Cancer,GSE29431:GSM:GSM728629,Validation
3,2,GSM728631,GSE29431,Cancer,GSE29431:GSM:GSM728631,Validation
3,2,GSM728638,GSE29431,Cancer,GSE29431:GSM:GSM728638,Validation
3,2,GSM728654,GSE29431,Cancer,GSE29431:GSM:GSM728654,Validation
3,2,GSM728657,GSE29431,Cancer,GSE29431:GSM:GSM728657,Validation
3,2,GSM728667,GSE29431,Cancer,GSE29431:GSM:GSM728667,Validation
3,2,GSM728671,GSE29431,Cancer,GSE29431:GSM:GSM728671,Validation
3,2,GSM662770,GSE26910,Normal,GSE26910:PAIR2,Validation
3,2,GSM662771,GSE26910,Cancer,GSE26910:PAIR2,Validation
3,2,GSM770823,GSE31138,Cancer,GSE31138:GSM:GSM770823,Validation
3,2,GSM272143,GSE10780,Normal,GSE10780:P8380,Validation
3,2,GSM272144,GSE10780,Normal,GSE10780:P8380,Validation
3,2,GSM272149,GSE10780,Normal,GSE10780:P8463,Validation
3,2,GSM272150,GSE10780,Normal,GSE10780:P8463,Validation
3,2,GSM272151,GSE10780,Normal,GSE10780:P8463,Validation
3,2,GSM272152,GSE10780,Normal,GSE10780:P8463,Validation
3,2,GSM272165,GSE10780,Cancer,GSE10780:P8636,Validation
3,2,GSM272166,GSE10780,Cancer,GSE10780:P8636,Validation
3,2,GSM272167,GSE10780,Cancer,GSE10780:P8636,Validation
3,2,GSM272173,GSE10780,Cancer,GSE10780:P8672,Validation
3,2,GSM272182,GSE10780,Normal,GSE10780:P8706,Validation
3,2,GSM272183,GSE10780,Normal,GSE10780:P8706,Validation
3,2,GSM272200,GSE10780,Cancer,GSE10780:P8862,Validation
3,2,GSM272204,GSE10780,Normal,GSE10780:P9100,Validation
3,2,GSM272205,GSE10780,Normal,GSE10780:P9100,Validation
3,2,GSM272206,GSE10780,Normal,GSE10780:P9112,Validation
3,2,GSM272207,GSE10780,Normal,GSE10780:P9112,Validation
3,2,GSM272243,GSE10780,Cancer,GSE10780:P10739,Validation
3,2,GSM272244,GSE10780,Normal,GSE10780:P10739,Validation
3,2,GSM272247,GSE10780,Cancer,GSE10780:P10786,Validation
3,2,GSM272275,GSE10780,Normal,GSE10780:P11196,Validation
3,2,GSM272276,GSE10780,Normal,GSE10780:P11196,Validation
3,2,GSM272277,GSE10780,Normal,GSE10780:P11196,Validation
3,2,GSM272289,GSE10780,Normal,GSE10780:P11451,Validation
3,2,GSM272298,GSE10780,Normal,GSE10780:P11478,Validation
3,2,GSM272299,GSE10780,Normal,GSE10780:P11478,Validation
3,2,GSM272300,GSE10780,Cancer,GSE10780:P11478,Validation
3,2,GSM272302,GSE10780,Normal,GSE10780:P11478,Validation
3,2,GSM272316,GSE10780,Cancer,GSE10780:P11770,Validation
3,2,GSM742672,GSE30010,Normal,GSE30010:GSM:GSM742672,Validation
3,2,GSM742675,GSE30010,Normal,GSE30010:GSM:GSM742675,Validation
3,2,GSM742678,GSE30010,Normal,GSE30010:GSM:GSM742678,Validation
3,2,GSM742689,GSE30010,Normal,GSE30010:GSM:GSM742689,Validation
3,2,GSM742694,GSE30010,Normal,GSE30010:GSM:GSM742694,Validation
3,2,GSM742699,GSE30010,Normal,GSE30010:GSM:GSM742699,Validation
3,2,GSM742706,GSE30010,Normal,GSE30010:GSM:GSM742706,Validation
3,2,GSM742707,GSE30010,Normal,GSE30010:GSM:GSM742707,Validation
3,2,GSM742713,GSE30010,Normal,GSE30010:GSM:GSM742713,Validation
3,2,GSM742718,GSE30010,Normal,GSE30010:GSM:GSM742718,Validation
3,2,GSM742723,GSE30010,Normal,GSE30010:GSM:GSM742723,Validation
3,2,GSM742725,GSE30010,Normal,GSE30010:GSM:GSM742725,Validation
3,2,GSM742726,GSE30010,Normal,GSE30010:GSM:GSM742726,Validation
3,2,GSM742730,GSE30010,Normal,GSE30010:GSM:GSM742730,Validation
3,2,GSM742738,GSE30010,Normal,GSE30010:GSM:GSM742738,Validation
3,2,GSM742759,GSE30010,Normal,GSE30010:GSM:GSM742759,Validation
3,2,GSM742763,GSE30010,Normal,GSE30010:GSM:GSM742763,Validation
3,2,GSM742766,GSE30010,Normal,GSE30010:GSM:GSM742766,Validation
3,2,GSM742769,GSE30010,Normal,GSE30010:GSM:GSM742769,Validation
3,2,GSM3036787,GSE111662,Normal,GSE111662:A1489,Validation
3,2,GSM3036788,GSE111662,Normal,GSE111662:A1489,Validation
3,2,GSM3036797,GSE111662,Normal,GSE111662:A1478,Validation
3,2,GSM3036800,GSE111662,Normal,GSE111662:A1478,Validation
3,2,GSM3036803,GSE111662,Normal,GSE111662:A1489,Validation
3,3,GSM1501819,GSE61304,Cancer,GSE61304:GSM:GSM1501819,Validation
3,3,GSM1501826,GSE61304,Cancer,GSE61304:GSM:GSM1501826,Validation
3,3,GSM1501829,GSE61304,Cancer,GSE61304:GSM:GSM1501829,Validation
3,3,GSM1501832,GSE61304,Cancer,GSE61304:GSM:GSM1501832,Validation
3,3,GSM1501834,GSE61304,Cancer,GSE61304:GSM:GSM1501834,Validation
3,3,GSM1501847,GSE61304,Cancer,GSE61304:GSM:GSM1501847,Validation
3,3,GSM1501851,GSE61304,Cancer,GSE61304:GSM:GSM1501851,Validation
3,3,GSM1501864,GSE61304,Cancer,GSE61304:GSM:GSM1501864,Validation
3,3,GSM1045196,GSE42568,Normal,GSE42568:GSM:GSM1045196,Validation
3,3,GSM1045205,GSE42568,Normal,GSE42568:GSM:GSM1045205,Validation
3,3,GSM1045215,GSE42568,Cancer,GSE42568:GSM:GSM1045215,Validation
3,3,GSM1045220,GSE42568,Cancer,GSE42568:GSM:GSM1045220,Validation
3,3,GSM1045223,GSE42568,Cancer,GSE42568:GSM:GSM1045223,Validation
3,3,GSM1045224,GSE42568,Cancer,GSE42568:GSM:GSM1045224,Validation
3,3,GSM1045226,GSE42568,Cancer,GSE42568:GSM:GSM1045226,Validation
3,3,GSM1045227,GSE42568,Cancer,GSE42568:GSM:GSM1045227,Validation
3,3,GSM1045231,GSE42568,Cancer,GSE42568:GSM:GSM1045231,Validation
3,3,GSM1045235,GSE42568,Cancer,GSE42568:GSM:GSM1045235,Validation
3,3,GSM1045236,GSE42568,Cancer,GSE42568:GSM:GSM1045236,Validation
3,3,GSM1045237,GSE42568,Cancer,GSE42568:GSM:GSM1045237,Validation
3,3,GSM1045244,GSE42568,Cancer,GSE42568:GSM:GSM1045244,Validation
3,3,GSM1045249,GSE42568,Cancer,GSE42568:GSM:GSM1045249,Validation
3,3,GSM1045260,GSE42568,Cancer,GSE42568:GSM:GSM1045260,Validation
3,3,GSM1045262,GSE42568,Cancer,GSE42568:GSM:GSM1045262,Validation
3,3,GSM1045263,GSE42568,Cancer,GSE42568:GSM:GSM1045263,Validation
3,3,GSM1045268,GSE42568,Cancer,GSE42568:GSM:GSM1045268,Validation
3,3,GSM1045280,GSE42568,Cancer,GSE42568:GSM:GSM1045280,Validation
3,3,GSM1045281,GSE42568,Cancer,GSE42568:GSM:GSM1045281,Validation
3,3,GSM1045283,GSE42568,Cancer,GSE42568:GSM:GSM1045283,Validation
3,3,GSM1045290,GSE42568,Cancer,GSE42568:GSM:GSM1045290,Validation
3,3,GSM1045303,GSE42568,Cancer,GSE42568:GSM:GSM1045303,Validation
3,3,GSM1045304,GSE42568,Cancer,GSE42568:GSM:GSM1045304,Validation
3,3,GSM1045305,GSE42568,Cancer,GSE42568:GSM:GSM1045305,Validation
3,3,GSM1045306,GSE42568,Cancer,GSE42568:GSM:GSM1045306,Validation
3,3,GSM1045309,GSE42568,Cancer,GSE42568:GSM:GSM1045309,Validation
3,3,GSM719641,GSE29044,Normal,GSE29044:BC225,Validation
3,3,GSM719644,GSE29044,Normal,GSE29044:BC338,Validation
