GSM_ID,GEO_ID,Label,Sample_title,Subject_Group,Group_Confidence,Group_Basis,Group_samples,Group_labels,Set,Validation_fold,Spans_development_heldout,Spans_primary_CV_folds
GSM1045261,GSE42568,Cancer,"Breast cancer, T130_8_12_04",GSE42568:GSM:GSM1045261,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM1045262,GSE42568,Cancer,"Breast cancer, T131_22_12_04",GSE42568:GSM:GSM1045262,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,3.0,False,False
GSM1045263,GSE42568,Cancer,"Breast cancer, T132",GSE42568:GSM:GSM1045263,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,3.0,False,False
GSM1045264,GSE42568,Cancer,"Breast cancer, T134_7_12_04",GSE42568:GSM:GSM1045264,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM1045265,GSE42568,Cancer,"Breast cancer, T14_21_12_04",GSE42568:GSM:GSM1045265,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,5.0,False,False
GSM1045266,GSE42568,Cancer,"Breast cancer, T18_22_12_04",GSE42568:GSM:GSM1045266,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM1045267,GSE42568,Cancer,"Breast cancer, T2_7_12_04",GSE42568:GSM:GSM1045267,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM1045268,GSE42568,Cancer,"Breast cancer, T20_20_12_04",GSE42568:GSM:GSM1045268,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,3.0,False,False
GSM1045269,GSE42568,Cancer,"Breast cancer, T21_21_12_04",GSE42568:GSM:GSM1045269,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM1045270,GSE42568,Cancer,"Breast cancer, T22_10_12_04",GSE42568:GSM:GSM1045270,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,4.0,False,False
GSM1045271,GSE42568,Cancer,"Breast cancer, T23_9_12_04",GSE42568:GSM:GSM1045271,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM1045272,GSE42568,Cancer,"Breast cancer, T24_10_12_04",GSE42568:GSM:GSM1045272,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,5.0,False,False
GSM1045273,GSE42568,Cancer,"Breast cancer, T29_14_12_04",GSE42568:GSM:GSM1045273,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM1045274,GSE42568,Cancer,"Breast cancer, T30_8_12_04",GSE42568:GSM:GSM1045274,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM1045275,GSE42568,Cancer,"Breast cancer, T32_3_12_04",GSE42568:GSM:GSM1045275,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM1045276,GSE42568,Cancer,"Breast cancer, T33_3_12_04",GSE42568:GSM:GSM1045276,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM1045277,GSE42568,Cancer,"Breast cancer, T34_20_12_04",GSE42568:GSM:GSM1045277,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,1.0,False,False
GSM1045278,GSE42568,Cancer,"Breast cancer, T35_3_12_04",GSE42568:GSM:GSM1045278,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM1045279,GSE42568,Cancer,"Breast cancer, T36_15_12_04",GSE42568:GSM:GSM1045279,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM1045280,GSE42568,Cancer,"Breast cancer, T38_25_1_05",GSE42568:GSM:GSM1045280,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,3.0,False,False
GSM1045281,GSE42568,Cancer,"Breast cancer, T39_14_12_04",GSE42568:GSM:GSM1045281,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,1.0,False,False
GSM1045282,GSE42568,Cancer,"Breast cancer, T40_9_12_04",GSE42568:GSM:GSM1045282,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,4.0,False,False
GSM1045283,GSE42568,Cancer,"Breast cancer, T41_20_12_04",GSE42568:GSM:GSM1045283,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM1045284,GSE42568,Cancer,"Breast cancer, T43_9_12_04",GSE42568:GSM:GSM1045284,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,4.0,False,False
GSM1045285,GSE42568,Cancer,"Breast cancer, T45_7_12_04",GSE42568:GSM:GSM1045285,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,4.0,False,False
GSM1045286,GSE42568,Cancer,"Breast cancer, T47_20_12_04",GSE42568:GSM:GSM1045286,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM1045287,GSE42568,Cancer,"Breast cancer, T49_10_12_04",GSE42568:GSM:GSM1045287,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,4.0,False,False
GSM1045288,GSE42568,Cancer,"Breast cancer, T5_10_12_04",GSE42568:GSM:GSM1045288,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,1.0,False,False
GSM1045289,GSE42568,Cancer,"Breast cancer, T51_7_12_04",GSE42568:GSM:GSM1045289,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,5.0,False,False
GSM1045290,GSE42568,Cancer,"Breast cancer, T52_15_12_04",GSE42568:GSM:GSM1045290,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,3.0,False,False
GSM1045291,GSE42568,Cancer,"Breast cancer, T56_15_12_04",GSE42568:GSM:GSM1045291,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM1045292,GSE42568,Cancer,"Breast cancer, T62_26_1_05",GSE42568:GSM:GSM1045292,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM1045293,GSE42568,Cancer,"Breast cancer, T63_22_12_04",GSE42568:GSM:GSM1045293,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM1045294,GSE42568,Cancer,"Breast cancer, T65_20_12_04",GSE42568:GSM:GSM1045294,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM1045295,GSE42568,Cancer,"Breast cancer, T66_25_1_05",GSE42568:GSM:GSM1045295,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM1045296,GSE42568,Cancer,"Breast cancer, T67_7_12_04",GSE42568:GSM:GSM1045296,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM1045297,GSE42568,Cancer,"Breast cancer, T69_15_12_04",GSE42568:GSM:GSM1045297,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,3.0,False,False
GSM1045298,GSE42568,Cancer,"Breast cancer, T70_21_12_04",GSE42568:GSM:GSM1045298,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,4.0,False,False
GSM1045299,GSE42568,Cancer,"Breast cancer, T71_14_12_04",GSE42568:GSM:GSM1045299,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM1045300,GSE42568,Cancer,"Breast cancer, T72_14_12_04",GSE42568:GSM:GSM1045300,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,5.0,False,False
GSM1045301,GSE42568,Cancer,"Breast cancer, T73_15_12_04",GSE42568:GSM:GSM1045301,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,5.0,False,False
GSM1045302,GSE42568,Cancer,"Breast cancer, T75",GSE42568:GSM:GSM1045302,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM1045303,GSE42568,Cancer,"Breast cancer, T80_14_12_04",GSE42568:GSM:GSM1045303,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,3.0,False,False
GSM1045304,GSE42568,Cancer,"Breast cancer, T81_10_12_04",GSE42568:GSM:GSM1045304,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,5.0,False,False
GSM1045305,GSE42568,Cancer,"Breast cancer, T82_15_12_04",GSE42568:GSM:GSM1045305,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,1.0,False,False
GSM1045306,GSE42568,Cancer,"Breast cancer, T83_8_12_04",GSE42568:GSM:GSM1045306,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,4.0,False,False
GSM1045307,GSE42568,Cancer,"Breast cancer, T94_9_12_04",GSE42568:GSM:GSM1045307,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM1045308,GSE42568,Cancer,"Breast cancer, T97_3_12_04",GSE42568:GSM:GSM1045308,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,5.0,False,False
GSM1045309,GSE42568,Cancer,"Breast cancer, T98_22_12_04",GSE42568:GSM:GSM1045309,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,1.0,False,False
GSM1045310,GSE42568,Cancer,"Breast cancer, T99_20_12_04",GSE42568:GSM:GSM1045310,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM1045311,GSE42568,Cancer,"Breast cancer, T9A_9_12_04",GSE42568:GSM:GSM1045311,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,1.0,False,False
GSM719634,GSE29044,Normal,normal tissue at age > 55 years (SA_BC64N),GSE29044:BC064,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Post-harmonization held-out,,True,False
GSM719635,GSE29044,Normal,normal tissue at age 62 (SA_BC98N),GSE29044:BC098,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,5.0,False,False
GSM719636,GSE29044,Normal,normal tissue at age > 55 years (SA-BC25),GSE29044:BC114,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Normal,Model-development,5.0,False,False
GSM719637,GSE29044,Normal,normal tissue at age > 55 years (SA_BC133N),GSE29044:BC133,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,2.0,False,True
GSM719638,GSE29044,Normal,normal tissue at age 46 to 55 years (SA_BC191N),GSE29044:BC191,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,5.0,False,True
GSM719639,GSE29044,Normal,normal tissue at age > 55 years (196N),GSE29044:BC196,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,2.0,False,True
GSM719640,GSE29044,Normal,normal tissue at age 46 to 55 years (SA_BC216N),GSE29044:BC216,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Normal,Model-development,1.0,False,False
GSM719641,GSE29044,Normal,normal tissue at age > 55 years (225N),GSE29044:BC225,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,2.0,False,True
GSM719642,GSE29044,Normal,normal tissue at age 46 to 55 years (SA_BC273N),GSE29044:BC273,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,2.0,False,True
GSM719643,GSE29044,Normal,normal tissue at age > 55 years (275N),GSE29044:BC275,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,5.0,False,True
GSM719644,GSE29044,Normal,normal tissue at age > 55 years (SA_BC338N),GSE29044:BC338,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,5.0,True,False
GSM719645,GSE29044,Cancer,tumor tissue at age > 55 years (27T),GSE29044:BC027,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,5.0,False,False
GSM719646,GSE29044,Cancer,tumor tissue at age > 55 years (SA-BC5),GSE29044:BC033,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,5.0,False,False
GSM719647,GSE29044,Cancer,tumor tissue at age > 55 years (SA-BC6),GSE29044:BC035,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,3.0,False,False
GSM719648,GSE29044,Cancer,tumor tissue at age > 55 years (SA-BC8),GSE29044:BC037,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,5.0,False,False
GSM719649,GSE29044,Cancer,tumor tissue at age 46 to 55 years (SA-BC10),GSE29044:BC048,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,2.0,False,False
GSM719650,GSE29044,Cancer,tumor tissue at age > 55 years (SA-BC11),GSE29044:BC064,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,1.0,True,False
GSM719651,GSE29044,Cancer,tumor tissue at age > 55 years (SA-BC13),GSE29044:BC098,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,5.0,False,False
GSM719652,GSE29044,Cancer,tumor tissue at age > 55 years (SA-BC15),GSE29044:BC118,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Post-harmonization held-out,,False,False
GSM719653,GSE29044,Cancer,tumor tissue at age > 55 years (SA-BC16),GSE29044:BC125,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,2.0,False,False
GSM719654,GSE29044,Cancer,tumor tissue at age > 55 years (SA-BC17),GSE29044:BC133,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,5.0,False,True
GSM719655,GSE29044,Cancer,tumor tissue at age > 55 years (178T),GSE29044:BC178,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Post-harmonization held-out,,False,False
GSM719656,GSE29044,Cancer,tumor tissue at age 46 to 55 years (191T),GSE29044:BC191,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,3.0,False,True
GSM719657,GSE29044,Cancer,tumor tissue at age > 55 years (196T),GSE29044:BC196,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,4.0,False,True
GSM719658,GSE29044,Cancer,tumor tissue at age 46 to 55 years (207T),GSE29044:BC207,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,2.0,False,False
GSM719659,GSE29044,Cancer,tumor tissue at age > 55 years (217T),GSE29044:BC217,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,1.0,False,False
GSM719660,GSE29044,Cancer,tumor tissue at age > 55 years (SA_BC220T),GSE29044:BC220,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,1.0,False,False
GSM719661,GSE29044,Cancer,tumor tissue at age > 55 years (225T),GSE29044:BC225,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,5.0,False,True
GSM719662,GSE29044,Cancer,tumor tissue at age 46 to 55 years (267T),GSE29044:BC267,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Post-harmonization held-out,,False,False
GSM719663,GSE29044,Cancer,tumor tissue at age 46 to 55 years (SA_BC273T),GSE29044:BC273,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,4.0,False,True
GSM719664,GSE29044,Cancer,tumor tissue at age > 55 years (275T),GSE29044:BC275,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,1.0,False,True
GSM719665,GSE29044,Cancer,tumor tissue at age > 55 years (SA_BC279T),GSE29044:BC279,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,1.0,False,False
GSM719666,GSE29044,Cancer,tumor tissue at age 46 to 55 years (285T),GSE29044:BC285,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,5.0,False,False
GSM719667,GSE29044,Cancer,tumor tissue at age > 55 years (312T),GSE29044:BC312,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,3.0,False,False
GSM719668,GSE29044,Cancer,tumor tissue at age > 55 years (338T),GSE29044:BC338,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Post-harmonization held-out,,True,False
GSM719669,GSE29044,Cancer,tumor tissue at age 46 to 55 years (SA_BC376T),GSE29044:BC376,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,4.0,False,False
GSM719670,GSE29044,Cancer,tumor tissue at age 46 to 55 years (SA_BC378T),GSE29044:BC378,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,5.0,False,False
GSM719671,GSE29044,Cancer,tumor tissue at age 46 to 55 years (SA_BC382T),GSE29044:BC382,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Post-harmonization held-out,,False,False
GSM719672,GSE29044,Cancer,tumor tissue at age 46 to 55 years (28 T),GSE29044:BC28,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Post-harmonization held-out,,False,False
GSM719673,GSE29044,Cancer,tumor tissue at age > 55 years (300 T),GSE29044:BC300,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,3.0,False,False
GSM719674,GSE29044,Cancer,tumor tissue at age 46 to 55 years (311 T),GSE29044:BC311,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Post-harmonization held-out,,False,False
GSM719675,GSE29044,Cancer,tumor tissue at age > 55 years (333 T),GSE29044:BC333,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,4.0,False,False
GSM719676,GSE29044,Cancer,tumor tissue at age > 55 years (347 T),GSE29044:BC347,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,1.0,False,False
GSM719677,GSE29044,Cancer,tumor tissue at age > 55 years (39 T),GSE29044:BC39,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,5.0,False,False
GSM719678,GSE29044,Cancer,tumor tissue at age 46 to 55 years (434 T),GSE29044:BC434,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Post-harmonization held-out,,False,False
GSM719679,GSE29044,Cancer,tumor tissue at age > 55 years (446 T),GSE29044:BC446,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,5.0,False,False
GSM719680,GSE29044,Cancer,tumor tissue at age > 55 years (546 T),GSE29044:BC546,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,4.0,False,False
GSM719681,GSE29044,Cancer,tumor tissue at age 46 to 55 years (562 T),GSE29044:BC562,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,1.0,False,False
GSM719682,GSE29044,Cancer,tumor tissue at age > 55 years (564 T),GSE29044:BC564,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,4.0,False,False
GSM719683,GSE29044,Normal,normal tissue at age36-45 years (SA_BC018N),GSE29044:BC018,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,1.0,False,True
GSM719684,GSE29044,Normal,normal tissue at age36-45 years (SA-BC21),GSE29044:BC026,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,4.0,False,True
GSM719685,GSE29044,Normal,normal tissue at age36-45 years (SA-BC22),GSE29044:BC036,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Post-harmonization held-out,,True,False
GSM719686,GSE29044,Normal,normal tissue at age36-45 years (38N),GSE29044:BC038,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,3.0,False,True
GSM719687,GSE29044,Normal,normal tissue at age36-45 years (SA_BC40N),GSE29044:BC040,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,1.0,False,True
GSM719688,GSE29044,Normal,normal tissue at age36-45 years (SA-BC23),GSE29044:BC041,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,2.0,False,True
GSM719689,GSE29044,Normal,normal tissue at age36-45 years (SA-BC26),GSE29044:BC117,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,1.0,False,True
GSM719690,GSE29044,Normal,normal tissue at age36-45 years (SA_BC141N),GSE29044:BC141,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,5.0,False,True
GSM719691,GSE29044,Normal,normal tissue at age36-45 years (SA_BC169N),GSE29044:BC169,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,1.0,False,True
GSM719692,GSE29044,Normal,normal tissue at age36-45 years (180N),GSE29044:BC180,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,4.0,False,False
GSM719693,GSE29044,Normal,normal tissue at age36-45 years (277N),GSE29044:BC277,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,4.0,False,True
GSM719694,GSE29044,Normal,normal tissue at age36-45 years (289N),GSE29044:BC289,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Post-harmonization held-out,,True,False
GSM719695,GSE29044,Normal,normal tissue at age36-45 years (SA_BC290N),GSE29044:BC290,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,2.0,False,True
GSM719696,GSE29044,Normal,normal tissue at age36-45 years (342 N),GSE29044:BC342,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Normal,Model-development,2.0,False,False
GSM719697,GSE29044,Normal,normal tissue at age36-45 years (349 N),GSE29044:BC349,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,3.0,False,True
GSM719698,GSE29044,Normal,normal tissue at age36-45 years (355 N),GSE29044:BC355,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Normal,Model-development,1.0,False,False
GSM719699,GSE29044,Normal,normal tissue at age36-45 years (366 N),GSE29044:BC366,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Post-harmonization held-out,,True,False
GSM719700,GSE29044,Normal,normal tissue at age36-45 years (SA_BC384N),GSE29044:BC384,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,3,Cancer|Normal,Post-harmonization held-out,,True,True
GSM719701,GSE29044,Normal,normal tissue at age36-45 years (385 N),GSE29044:BC385,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Post-harmonization held-out,,True,False
GSM719702,GSE29044,Normal,normal tissue at age36-45 years (SA-BC27),GSE29044:BC148,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,4.0,False,False
GSM719703,GSE29044,Cancer,tumor tissue at age36-45 years (SA-BC1),GSE29044:BC018,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,4.0,False,True
GSM719704,GSE29044,Cancer,tumor tissue at age36-45 years (SA-BC010),GSE29044:BC020,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,2.0,False,False
GSM719705,GSE29044,Cancer,tumor tissue at age36-45 years (SA-BC011),GSE29044:BC026,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,2.0,False,True
GSM719706,GSE29044,Cancer,tumor tissue at age36-45 years (SA-BC012),GSE29044:BC031,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,1.0,False,False
GSM719707,GSE29044,Cancer,tumor tissue at age36-45 years (SA-BC7),GSE29044:BC036,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,4.0,True,False
GSM719708,GSE29044,Cancer,tumor tissue at age36-45 years (38T),GSE29044:BC038,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,5.0,False,True
GSM719709,GSE29044,Cancer,tumor tissue at age36-45 years (40T),GSE29044:BC040,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,2.0,False,True
GSM719710,GSE29044,Cancer,tumor tissue at age36-45 years (SA-BC9),GSE29044:BC041,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,3.0,False,True
GSM719711,GSE29044,Cancer,tumor tissue at age36-45 years (SA-BC14),GSE29044:BC117,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,2.0,False,True
GSM719712,GSE29044,Cancer,tumor tissue at age36-45 years (SA-BC18),GSE29044:BC141,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,3.0,False,True
GSM719713,GSE29044,Cancer,tumor tissue at age36-45 years (SA-BC19),GSE29044:BC148,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,4.0,False,False
GSM719714,GSE29044,Cancer,tumor tissue at age36-45 years (SA-BC20),GSE29044:BC169,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,3.0,False,True
GSM719715,GSE29044,Cancer,tumor tissue at age36-45 years (180T),GSE29044:BC180,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,4.0,False,False
